ID,TAXONOMY,IS_HCP
102670,207,0
8424,207,1
24036,149,1
50233,149,1
57895,149,1
91407,207,0
13339,207,0
74010,207,0
71643,207,0
26522,207,0
95465,207,0
96123,143,1
40040,207,0
57599,207,0
99585,207,0
103800,207,0
103078,151,1
65527,207,0
84247,207,0
109189,207,0
55753,143,1
71406,207,0
42887,207,0
51929,43,1
41940,143,1
78608,207,0
71768,149,1
2156,136,1
47339,207,0
98155,207,0
11313,207,0
61736,207,0
112052,207,0
17815,143,1
3742,207,0
89120,207,0
61396,207,0
83920,207,0
31877,207,0
65139,207,0
3105,43,1
31434,207,0
19912,207,0
58356,151,1
99930,43,1
66274,207,0
104172,62,1
68530,207,0
97717,207,0
108404,2,1
79261,207,0
102101,43,1
37855,149,1
72237,207,0
35897,207,0
19613,207,0
112131,207,0
12904,207,0
17235,207,0
22035,207,0
1897,207,0
41016,43,1
44760,172,1
13457,60,1
44793,207,0
113900,143,1
93500,207,0
84261,143,1
4236,207,1
8138,207,0
22518,207,0
41487,149,1
8032,43,1
71171,149,1
30072,207,0
91971,207,0
27225,207,0
52680,207,0
108665,207,0
48609,207,0
61584,207,0
54844,43,1
98875,207,0
48045,207,0
1877,207,0
19242,207,0
29853,207,0
5470,207,0
32682,207,0
25495,149,1
24102,207,0
114174,207,0
113257,207,0
104107,183,1
97658,207,0
10401,207,0
49541,207,0
64152,207,0
78581,207,0
86820,207,0
20485,149,1
109289,207,0
80749,143,1
4657,207,0
63499,207,0
80457,207,0
37734,207,0
75142,207,0
55622,149,1
53966,149,1
11826,145,1
34141,207,0
8356,207,0
109850,50,1
30747,56,1
106520,207,0
68240,207,0
67639,207,0
99744,207,0
19683,207,0
45310,207,0
101831,207,0
31576,160,1
83824,207,0
17671,207,0
6223,207,0
44617,149,1
15155,207,0
81889,207,0
108184,143,1
18309,43,1
52618,207,1
28877,149,1
75720,207,0
30067,207,0
71979,207,0
74235,207,0
26150,207,0
15632,64,1
11260,189,1
4283,143,1
48517,207,1
82774,207,0
86506,207,0
110096,151,1
66258,207,0
43061,189,1
65740,50,1
32411,112,1
28184,207,0
75958,143,1
54896,207,0
37125,207,0
47596,207,0
75645,207,0
89298,207,0
62737,207,0
59418,149,1
4470,207,0
32471,207,0
104048,207,0
21416,149,1
45531,207,0
86145,149,1
69791,207,0
54255,207,0
99894,143,1
31068,207,0
68452,207,0
99936,207,0
71916,207,0
38073,207,0
110185,50,1
85604,207,0
106430,207,0
105876,149,1
28335,207,0
96971,207,0
15567,207,0
21550,149,1
99544,207,0
74734,207,0
60957,207,0
26874,207,0
63275,207,1
44302,182,1
91786,207,0
69138,207,0
32421,207,0
5907,207,1
56347,149,1
25992,207,0
99451,143,1
35517,143,1
100568,149,1
69452,149,1
6309,50,1
58976,207,0
102367,151,1
79396,207,0
10468,207,0
42619,207,0
43189,143,1
56855,149,1
47671,207,1
16088,207,0
48155,147,1
88157,207,0
114348,43,1
15439,207,0
6563,207,1
80966,207,0
57073,50,1
63589,143,1
28499,143,1
81485,207,0
112062,149,1
68169,207,0
76908,207,0
5339,207,0
89544,207,0
92911,207,0
6596,149,1
90370,207,0
8714,207,0
59611,207,0
110766,207,0
57014,50,1
102049,207,0
105330,207,0
32023,207,0
106623,207,0
55144,207,0
40983,207,1
44192,207,0
103450,112,1
61547,207,0
14656,207,0
20274,50,1
32385,207,0
20316,207,0
47123,207,0
50392,207,0
38161,149,1
49663,35,1
43545,207,0
102298,207,0
79991,207,0
98291,143,1
82648,149,1
22232,207,0
54200,96,1
80426,50,1
86323,207,0
47438,207,0
75360,207,0
86528,207,0
22762,149,1
52608,207,0
4183,207,0
64500,207,0
29276,207,0
21624,207,0
32500,207,1
103802,207,0
50485,143,1
15986,50,1
2600,149,1
89476,43,1
67727,207,0
84671,207,0
99199,207,0
29313,207,0
21159,207,0
42670,207,0
64496,207,0
102973,207,0
16281,149,1
15732,207,0
14196,70,1
24963,207,0
100744,207,0
71590,48,1
27181,207,0
80549,207,0
89162,207,0
1714,207,0
66219,207,0
100776,207,0
18340,207,0
29914,207,0
25238,207,0
42219,149,1
47444,207,0
61066,43,1
86338,207,0
35526,207,0
110932,207,0
99652,207,0
113387,207,0
34807,207,0
13801,207,0
86500,207,0
46188,207,0
107557,149,1
44136,149,1
14135,207,0
74709,207,0
30436,207,0
6147,207,0
80718,207,0
78821,207,0
62021,43,1
103498,207,0
78429,207,0
104344,50,1
66114,50,1
98965,207,0
6375,80,1
55345,207,0
79904,207,0
34309,143,1
38091,149,1
25493,56,1
72135,207,0
45267,207,0
19064,207,0
95781,207,0
102573,207,0
109600,143,1
21073,207,0
100724,43,1
88054,207,0
81308,207,0
105912,149,1
110043,207,0
43251,43,1
81411,207,0
29772,149,1
20058,207,0
25463,207,0
12335,143,1
84048,207,0
6534,207,1
105514,207,0
51969,149,1
99923,43,1
109583,112,1
108085,207,0
79503,207,0
97269,207,0
54218,207,0
35120,207,0
90668,207,0
1981,207,0
73120,207,0
69068,50,1
9853,149,1
49646,207,0
8691,207,0
1343,145,1
1400,207,0
73523,207,0
106305,207,0
13623,207,0
58727,207,0
26654,207,0
49435,207,0
78203,207,0
51754,207,0
32180,207,0
14536,207,0
43546,207,0
27627,207,0
48523,86,1
68336,149,1
109258,207,0
35951,207,1
15339,207,1
52366,143,1
95100,207,0
71210,207,0
52973,207,0
57855,207,0
35191,149,1
68989,143,1
26456,149,1
40090,207,0
111133,207,0
23374,207,0
17948,149,1
56641,207,0
17958,207,0
4913,207,0
94577,207,0
25457,43,1
89416,207,0
92294,207,0
101576,207,0
45162,207,0
58870,207,0
107319,207,0
74371,207,0
66742,207,0
26212,207,0
75650,207,0
20411,207,0
15166,149,1
88238,207,0
45580,207,0
73968,207,0
15787,207,0
20537,207,0
76248,112,1
103624,207,0
71662,207,0
64341,149,1
75693,207,0
114340,207,0
71050,207,0
53672,43,1
101679,207,0
68509,207,0
46802,207,0
95401,207,0
97295,207,0
100638,182,1
86527,207,0
53841,207,0
64105,149,1
96364,207,0
65071,207,0
86208,207,0
98915,207,0
45992,149,1
10549,58,1
36985,207,0
112881,207,0
91592,207,0
35961,207,0
77483,50,1
43743,207,0
109405,207,0
29448,207,0
16193,149,1
57906,207,0
49841,207,0
74028,207,0
38145,207,0
58350,207,0
50981,207,0
94031,207,0
57721,207,0
28163,207,0
14742,207,0
63615,207,0
42715,207,0
53788,43,1
110892,207,0
13549,149,1
79426,143,1
49823,189,1
3663,207,0
107002,207,0
40528,207,0
13503,207,0
12536,143,1
114801,207,0
35502,207,0
43541,149,1
104246,207,0
23571,50,1
47440,207,0
97711,207,0
30621,207,0
103380,67,1
29487,207,0
81989,207,0
11792,149,1
86594,207,0
34596,207,0
62766,149,1
13996,207,0
110386,207,0
13773,66,1
44047,207,0
24644,149,1
38964,50,1
89026,50,1
59662,207,0
85467,207,0
98926,207,0
90077,207,0
46454,143,1
16821,43,1
40961,37,1
86932,207,0
80813,143,1
103507,143,1
81155,207,0
43585,207,0
24335,149,1
14036,207,0
101643,207,1
83565,207,0
47464,207,0
48616,207,0
35698,207,0
41570,160,1
38621,207,0
69018,207,0
90130,207,0
87874,207,0
17537,207,1
21678,207,0
5251,207,0
36948,207,0
4288,207,0
19784,207,0
31903,207,0
39529,207,0
14757,207,0
107935,50,1
79888,50,1
106215,207,0
68875,207,0
33113,149,1
42699,207,0
80581,207,0
80664,149,1
68942,143,1
107282,207,0
15299,207,1
49279,207,0
96979,207,0
65917,207,0
63987,207,0
109390,207,0
93133,43,1
43414,207,0
101726,207,0
63360,207,0
75871,207,0
59402,207,0
32795,143,1
37988,207,0
89759,207,0
48968,207,0
68625,207,0
106281,207,0
23143,207,0
73041,207,0
16781,207,0
59478,207,0
13703,207,0
101280,207,0
13441,207,0
26751,207,0
61299,207,0
105578,207,0
40755,207,0
14362,207,0
17045,33,1
69266,43,1
25613,207,0
111829,207,0
23339,207,0
85687,207,0
52155,207,0
43144,144,1
42269,207,0
68132,143,1
37056,60,1
31405,207,0
26542,207,0
4338,207,0
74737,207,0
97160,207,0
90502,143,1
9761,207,0
54111,207,0
31465,207,0
66011,207,0
1402,207,0
83295,207,0
110972,207,0
33580,207,0
102851,207,0
30917,149,1
33469,207,0
104598,149,1
73209,207,0
60642,150,1
14140,207,0
100675,207,1
109805,143,1
76569,207,0
108933,207,0
91541,149,1
69914,149,1
61916,60,1
85645,50,1
28481,207,0
58504,207,0
112230,69,1
63873,149,1
33068,207,0
27828,143,1
49643,207,0
74183,207,0
7580,207,0
2385,182,1
16063,143,1
8267,207,0
52764,207,0
61247,207,0
58511,207,0
26015,149,1
108076,207,0
111851,207,0
51707,207,1
80178,112,1
105808,207,0
71873,207,0
85696,207,0
94257,207,0
54870,207,0
33833,207,0
29493,207,0
80858,207,0
29810,149,1
50316,207,0
90176,207,0
35351,207,0
62092,143,1
43176,149,1
18682,207,0
69187,207,0
69901,207,0
71708,68,1
73269,43,1
42655,207,0
19645,149,1
42630,207,0
17380,207,0
103442,207,0
4712,207,0
56435,50,1
1271,143,1
89533,207,0
97812,207,0
103260,46,1
99343,43,1
51829,207,0
71319,176,1
75010,207,0
35440,207,0
9326,207,1
7139,207,0
21425,207,0
40832,207,0
93294,207,0
42226,207,0
66906,207,0
55967,207,0
11318,207,0
10321,207,0
83220,207,0
43961,149,1
2257,207,0
101002,149,1
34568,207,0
7782,207,0
33221,207,0
7718,207,0
53796,207,0
21960,207,0
57335,207,0
94565,50,1
36564,207,0
101685,207,0
113933,207,1
60997,207,0
90474,207,0
66407,207,0
28524,207,0
44249,207,0
75868,207,0
90624,56,1
110480,207,0
101481,143,1
67594,207,0
39443,207,0
81843,207,0
37326,207,0
23190,207,0
60741,149,1
15778,207,0
100664,149,1
51180,70,1
44536,207,0
95409,25,1
58124,207,0
31275,207,0
94072,207,0
80128,207,0
84451,143,1
94998,207,0
43456,207,0
40611,207,0
47576,207,0
30065,207,0
38042,207,0
52590,207,0
65319,207,0
57907,207,0
56448,207,0
53502,207,0
5882,207,0
98823,207,0
74518,207,0
22373,207,0
89812,207,0
86052,143,1
30350,43,1
66719,207,0
69241,207,0
60336,207,0
96724,207,0
47057,143,1
102883,60,1
82885,207,1
37404,143,1
94063,207,0
26324,207,0
109429,207,0
109513,207,0
14076,207,0
88434,207,0
102922,143,1
68933,207,0
2371,151,1
1275,207,0
82359,207,0
77729,207,0
37568,207,0
88204,207,0
83588,207,0
80490,207,0
26350,207,0
77286,207,0
45616,207,0
48881,207,0
51498,207,0
20261,207,0
23465,143,1
82741,207,0
40632,143,1
26868,207,0
18094,207,0
76518,143,1
108143,207,0
12793,207,0
19484,207,0
62017,43,1
46160,207,0
64214,149,1
19821,143,1
105630,50,1
70745,207,0
90303,149,1
50153,207,0
18075,207,0
51032,207,0
65360,207,0
19160,182,1
106372,149,1
113484,207,0
17112,144,1
92607,149,1
38899,207,0
42053,207,0
53540,207,0
54397,207,0
34009,149,1
73349,207,0
17415,149,1
87871,207,0
62284,207,0
38182,207,0
43172,207,0
18360,207,0
91753,207,0
22795,60,1
61638,207,0
63562,50,1
4118,149,1
56110,207,0
43438,207,0
30684,143,1
65992,207,0
39581,144,1
47356,207,0
47640,207,0
42296,149,1
45377,207,0
110619,207,0
56668,143,1
31970,207,0
3443,207,0
103690,182,1
5751,149,1
101260,143,1
81570,207,0
76069,207,0
14638,207,0
34601,207,0
35878,43,1
18056,50,1
20084,207,0
55315,207,0
108956,207,0
83134,207,0
14245,207,0
97477,149,1
54009,207,0
20109,149,1
83069,207,0
5144,207,0
5511,207,0
70637,207,0
32274,149,1
70809,143,1
3038,207,0
93514,207,0
45464,207,0
43644,207,0
21901,207,0
16338,207,0
99140,207,0
111413,207,0
74860,50,1
11549,149,1
13770,43,1
64182,58,1
81999,207,0
10170,207,0
59182,207,1
20295,207,0
78922,207,0
101151,207,0
6824,207,0
22155,207,0
27414,207,0
19686,207,0
111267,207,0
19388,207,0
96911,207,1
66010,207,0
68736,207,0
71138,207,0
84359,207,0
83345,207,0
6060,50,1
44710,207,0
85605,207,0
108257,207,0
84528,207,1
76338,207,0
27113,207,1
30103,50,1
53474,207,0
96771,149,1
56419,207,0
94932,207,0
20262,207,0
25066,207,0
63851,207,0
25349,207,0
97687,155,1
28456,207,0
26099,207,0
81017,207,0
7291,207,0
103023,207,0
20011,149,1
100169,207,0
93270,207,0
36275,207,0
45613,149,1
105686,151,1
32686,207,0
96574,207,0
107206,149,1
20469,43,1
50313,149,1
63656,43,1
71973,207,0
2414,207,0
111766,207,0
73018,112,1
102805,96,1
51248,149,1
71699,33,1
66594,207,0
25437,207,0
20819,207,0
4581,207,0
50586,149,1
48730,43,1
39082,207,0
50540,143,1
54922,207,0
79531,207,0
80077,207,0
41496,207,0
88724,207,0
6407,207,0
47631,207,0
113786,149,1
93018,207,0
10150,67,1
67745,207,0
21249,207,1
94467,207,0
36364,207,0
85319,149,1
14261,160,1
89175,58,1
7331,207,0
4242,43,1
85675,207,0
37178,207,0
105600,207,0
82709,207,0
2816,207,0
17401,207,0
76343,207,0
73698,207,0
93402,207,1
47626,207,0
99471,207,0
80984,182,1
92065,112,1
27084,207,0
107239,43,1
92493,149,1
18811,207,0
55000,207,0
9664,143,1
20665,149,1
91568,207,0
98514,207,0
7594,207,0
43500,207,0
45565,207,0
51224,207,0
12834,207,0
104801,207,0
84639,207,0
98249,56,1
83908,207,0
105792,207,0
87354,207,0
19079,207,0
11463,207,0
1675,207,0
105268,92,1
37039,207,0
35459,143,1
26832,161,1
35984,207,0
77631,207,0
36512,207,0
72163,43,1
8951,43,1
73976,43,1
34346,207,0
40839,207,0
62521,161,1
110295,207,0
28408,207,0
104023,207,0
108417,207,0
18393,207,0
46990,143,1
41828,43,1
82210,207,0
70706,207,0
92449,207,0
47354,56,1
52289,207,0
49915,207,0
1379,207,0
21252,207,0
15010,207,0
7109,207,0
32484,207,0
60652,43,1
68586,207,0
81638,207,0
25970,207,0
8341,43,1
64164,207,0
35441,207,0
89165,207,0
69004,207,0
12336,207,0
17317,207,0
5052,207,0
87643,207,0
108738,207,0
97420,207,0
108088,207,0
18924,143,1
19159,207,0
113344,50,1
49298,50,1
85294,207,0
59053,207,0
93205,207,0
34595,207,0
49753,207,0
19479,207,0
21356,207,0
86753,207,0
91834,207,0
43717,143,1
12884,207,0
42986,207,0
107156,33,1
102114,207,0
10474,207,0
106145,207,0
93177,207,0
59121,149,1
15274,207,0
67939,50,1
6449,207,0
64810,207,0
77093,207,0
7764,149,1
1573,207,0
23521,207,0
60161,207,0
86042,50,1
102038,207,0
87565,64,1
42371,207,0
46104,207,0
46449,207,0
96678,207,0
72804,207,0
30620,207,0
27154,207,0
9450,207,0
45400,207,0
114692,149,1
69544,50,1
21024,207,0
35291,143,1
59083,145,1
55060,207,0
39240,207,0
53387,207,0
76783,207,0
36906,61,1
55312,149,1
39249,207,0
82544,207,0
66393,143,1
57083,207,0
64293,207,0
27240,207,0
85066,207,0
28271,149,1
89493,143,1
24772,207,0
2771,149,1
102008,207,0
10984,207,0
93331,207,0
5010,207,0
23329,149,1
66419,43,1
43199,207,0
86831,207,0
81462,66,1
31684,207,0
29839,207,0
10411,151,1
44406,144,1
1647,207,0
42128,207,0
5644,207,0
30824,207,0
10960,207,0
18800,207,0
93008,207,0
59668,207,0
40409,149,1
49126,50,1
62606,207,0
61904,207,0
104250,207,0
95368,207,0
75722,207,0
64163,207,0
15239,207,0
76365,207,0
38156,207,0
104198,207,0
22598,207,0
4222,143,1
45404,207,0
74460,207,0
11667,143,1
10909,207,0
76426,207,0
12986,207,0
29862,207,0
62884,149,1
44831,60,1
86631,50,1
14552,207,0
41120,143,1
71243,207,1
38800,207,0
100942,207,0
31788,207,0
76232,207,0
111140,207,0
74096,207,0
63883,207,0
14167,207,0
47573,207,1
49836,149,1
83168,207,0
62553,50,1
52293,207,0
34025,143,1
10802,207,0
7934,207,0
38087,207,0
88407,207,0
22649,18,1
21916,160,1
101595,207,0
21253,207,0
110538,207,0
62431,207,0
32176,43,1
71577,207,0
74148,207,0
78369,207,0
101344,207,0
86384,149,1
84725,207,0
86690,207,0
32986,207,1
97540,207,0
58333,207,0
106938,207,0
84293,207,0
34622,207,0
57891,207,0
41033,149,1
105060,207,0
82637,207,0
94316,207,0
39138,207,0
15793,207,0
108705,207,0
80207,207,0
52101,207,0
75361,149,1
34199,70,1
81388,207,0
87142,207,0
62815,207,0
48717,207,0
1187,207,0
28696,207,0
105761,207,0
41085,207,0
55162,207,0
109594,207,0
54044,207,1
27398,207,0
9312,149,1
113712,207,0
91146,207,0
82433,207,0
12568,207,0
11629,207,0
93787,143,1
56996,207,1
59311,207,0
48903,207,0
6105,207,0
75581,207,0
109693,207,0
86292,207,0
93599,207,0
23010,207,0
79735,149,1
86082,64,1
97549,207,0
83221,207,0
60237,117,1
64716,143,1
89284,56,1
82499,207,0
93377,207,0
24987,207,0
25096,60,1
90162,50,1
24382,207,0
29312,149,1
38635,207,0
45169,207,0
40906,207,0
8428,149,1
59796,18,1
71280,207,0
23250,207,0
109829,86,1
6145,62,1
31176,207,0
2825,207,0
41837,143,1
3541,207,1
109086,207,0
